transaction_id,date,time,day_of_week,time_slot,categories,city,customer_type,payment_method
TXN-09250,2024-11-08,17:09,Friday,Afternoon,"Fruits and vegetables, Home cleaning, Dairy products and eggs",Cuenca,Regular,Cash
TXN-03454,2024-11-08,17:50,Friday,Afternoon,"Fruits and vegetables, Snacks and drinks",Quito,Regular,Cash
TXN-07456,2024-11-08,18:25,Friday,Evening,"Snacks and drinks, Personal care",Guayaquil,New,Credit card
TXN-05976,2024-11-08,18:33,Friday,Evening,"Snacks and drinks, Home cleaning",Quito,Regular,Credit card
TXN-03887,2024-11-08,18:47,Friday,Evening,"Home cleaning, Snacks and drinks, Meats and sausages, Fruits and vegetables",Quito,Regular,Cash
TXN-09550,2024-11-08,19:00,Friday,Evening,"Home cleaning, Personal care, Dairy products and eggs",Guayaquil,Regular,Cash
TXN-09062,2024-11-08,19:11,Friday,Evening,"Personal care, Dairy products and eggs, Meats and sausages, Snacks and drinks",Cuenca,Regular,Credit card
TXN-01179,2024-11-08,19:30,Friday,Evening,"Snacks and drinks, Personal care",Quito,Regular,Cash
TXN-02325,2024-11-08,19:31,Friday,Evening,"Home cleaning, Personal care",Guayaquil,Regular,Credit card
TXN-02621,2024-11-08,19:50,Friday,Evening,"Home cleaning, Snacks and drinks",Quito,Regular,Credit card
TXN-05038,2024-11-08,19:54,Friday,Evening,"Home cleaning, Snacks and drinks",Quito,Regular,Debit card
TXN-03407,2024-11-08,20:42,Friday,Evening,"Dairy products and eggs, Snacks and drinks, Meats and sausages, Fruits and vegetables",Guayaquil,Regular,Cash
TXN-07700,2024-11-09,09:00,Saturday,Morning,"Fruits and vegetables, Dairy products and eggs, Snacks and drinks",Guayaquil,New,Debit card
TXN-09014,2024-11-09,09:08,Saturday,Morning,"Meats and sausages, Personal care, Home cleaning",Quito,Regular,Cash
TXN-04820,2024-11-09,09:36,Saturday,Morning,"Personal care, Meats and sausages",Quito,Regular,Credit card
TXN-07796,2024-11-09,09:55,Saturday,Morning,"Fruits and vegetables, Dairy products and eggs, Snacks and drinks",Quito,Regular,Cash
TXN-02811,2024-11-09,09:57,Saturday,Morning,"Snacks and drinks, Fruits and vegetables",Quito,Regular,Cash
TXN-09813,2024-11-09,10:04,Saturday,Morning,"Dairy products and eggs, Meats and sausages, Home cleaning",Guayaquil,Regular,Cash
TXN-05277,2024-11-09,10:40,Saturday,Morning,"Home cleaning, Personal care, Meats and sausages",Guayaquil,New,Credit card
TXN-09579,2024-11-09,10:41,Saturday,Morning,"Fruits and vegetables, Dairy products and eggs",Guayaquil,New,Credit card
TXN-01813,2024-11-09,10:44,Saturday,Morning,"Fruits and vegetables, Home cleaning, Dairy products and eggs, Personal care",Quito,Regular,Credit card
TXN-06320,2024-11-09,11:20,Saturday,Morning,"Meats and sausages, Snacks and drinks, Fruits and vegetables, Home cleaning",Guayaquil,Regular,Debit card
TXN-04759,2024-11-09,13:46,Saturday,Afternoon,"Dairy products and eggs, Meats and sausages, Fruits and vegetables",Quito,Regular,Credit card
TXN-00492,2024-11-09,13:59,Saturday,Afternoon,"Personal care, Meats and sausages, Dairy products and eggs",Quito,Regular,Credit card
TXN-04846,2024-11-09,15:26,Saturday,Afternoon,"Dairy products and eggs, Home cleaning",Cuenca,Regular,Debit card
TXN-07035,2024-11-09,16:03,Saturday,Afternoon,"Meats and sausages, Fruits and vegetables",Quito,Regular,Credit card
TXN-03459,2024-11-09,16:13,Saturday,Afternoon,"Fruits and vegetables, Meats and sausages, Personal care, Snacks and drinks",Guayaquil,Regular,Cash
TXN-01317,2024-11-09,16:25,Saturday,Afternoon,"Fruits and vegetables, Dairy products and eggs",Quito,Regular,Cash
TXN-06369,2024-11-09,16:27,Saturday,Afternoon,"Fruits and vegetables, Home cleaning, Snacks and drinks",Guayaquil,Regular,Debit card
TXN-08394,2024-11-09,16:27,Saturday,Afternoon,"Dairy products and eggs, Home cleaning, Meats and sausages, Snacks and drinks",Guayaquil,Regular,Cash
TXN-06619,2024-11-09,17:23,Saturday,Afternoon,"Home cleaning, Fruits and vegetables, Snacks and drinks",Quito,Regular,Debit card
TXN-02406,2024-11-09,17:24,Saturday,Afternoon,"Fruits and vegetables, Meats and sausages",Guayaquil,Regular,Cash
TXN-09259,2024-11-09,18:48,Saturday,Evening,"Home cleaning, Personal care",Quito,New,Debit card
TXN-03323,2024-11-09,19:33,Saturday,Evening,"Snacks and drinks, Dairy products and eggs, Home cleaning",Guayaquil,New,Debit card
TXN-06641,2024-11-09,19:55,Saturday,Evening,"Snacks and drinks, Personal care, Fruits and vegetables, Dairy products and eggs",Guayaquil,Regular,Credit card
TXN-09196,2024-11-10,09:10,Sunday,Morning,"Personal care, Meats and sausages",Quito,Regular,Debit card
TXN-00209,2024-11-10,09:18,Sunday,Morning,"Personal care, Fruits and vegetables",Guayaquil,Regular,Cash
TXN-01136,2024-11-10,09:53,Sunday,Morning,"Fruits and vegetables, Dairy products and eggs",Quito,Regular,Debit card
TXN-04784,2024-11-10,10:22,Sunday,Morning,"Dairy products and eggs, Fruits and vegetables, Home cleaning, Personal care",Guayaquil,Regular,Credit card
TXN-02053,2024-11-10,10:52,Sunday,Morning,"Dairy products and eggs, Snacks and drinks, Fruits and vegetables",Guayaquil,New,Cash
TXN-04443,2024-11-10,11:05,Sunday,Morning,"Home cleaning, Meats and sausages, Fruits and vegetables, Snacks and drinks",Cuenca,Regular,Credit card
TXN-00667,2024-11-10,11:24,Sunday,Morning,"Home cleaning, Fruits and vegetables, Dairy products and eggs",Guayaquil,New,Credit card
TXN-09791,2024-11-10,11:48,Sunday,Morning,"Dairy products and eggs, Fruits and vegetables, Snacks and drinks",Quito,New,Credit card
TXN-07667,2024-11-10,12:21,Sunday,Afternoon,"Snacks and drinks, Fruits and vegetables",Quito,Regular,Debit card
TXN-01681,2024-11-10,12:24,Sunday,Afternoon,"Meats and sausages, Dairy products and eggs",Quito,Regular,Cash
TXN-03363,2024-11-10,12:45,Sunday,Afternoon,"Dairy products and eggs, Meats and sausages, Fruits and vegetables",Quito,New,Cash
TXN-03255,2024-11-10,12:48,Sunday,Afternoon,"Fruits and vegetables, Snacks and drinks, Meats and sausages",Guayaquil,Regular,Credit card
TXN-01788,2024-11-10,13:03,Sunday,Afternoon,"Fruits and vegetables, Dairy products and eggs",Cuenca,Regular,Credit card
TXN-00392,2024-11-10,13:31,Sunday,Afternoon,"Meats and sausages, Personal care",Guayaquil,New,Credit card
TXN-03490,2024-11-10,13:32,Sunday,Afternoon,"Dairy products and eggs, Snacks and drinks",Quito,Regular,Credit card
TXN-01924,2024-11-10,13:52,Sunday,Afternoon,"Snacks and drinks, Dairy products and eggs, Fruits and vegetables",Cuenca,Regular,Cash
TXN-07239,2024-11-10,13:57,Sunday,Afternoon,"Snacks and drinks, Dairy products and eggs",Guayaquil,Regular,Cash
TXN-06032,2024-11-10,14:18,Sunday,Afternoon,"Fruits and vegetables, Snacks and drinks, Home cleaning",Quito,Regular,Credit card
TXN-09337,2024-11-10,15:12,Sunday,Afternoon,"Personal care, Dairy products and eggs",Guayaquil,Regular,Credit card
TXN-04604,2024-11-10,15:49,Sunday,Afternoon,"Snacks and drinks, Fruits and vegetables",Guayaquil,Regular,Credit card
TXN-01966,2024-11-10,16:13,Sunday,Afternoon,"Home cleaning, Meats and sausages, Dairy products and eggs, Personal care",Quito,New,Credit card
TXN-04490,2024-11-10,16:15,Sunday,Afternoon,"Personal care, Snacks and drinks",Guayaquil,Regular,Cash
TXN-05522,2024-11-10,17:55,Sunday,Afternoon,"Home cleaning, Snacks and drinks, Fruits and vegetables",Guayaquil,New,Cash
TXN-07866,2024-11-10,18:16,Sunday,Evening,"Personal care, Snacks and drinks, Home cleaning",Quito,Regular,Credit card
TXN-00451,2024-11-10,18:24,Sunday,Evening,"Personal care, Snacks and drinks, Dairy products and eggs, Meats and sausages",Quito,Regular,Cash
TXN-04051,2024-11-10,18:44,Sunday,Evening,"Meats and sausages, Snacks and drinks, Home cleaning",Cuenca,New,Cash
TXN-04831,2024-11-10,18:45,Sunday,Evening,"Personal care, Snacks and drinks",Quito,Regular,Cash
TXN-06150,2024-11-10,20:15,Sunday,Evening,"Dairy products and eggs, Personal care, Meats and sausages, Fruits and vegetables",Quito,Regular,Credit card
TXN-05663,2024-11-10,20:30,Sunday,Evening,"Home cleaning, Dairy products and eggs, Snacks and drinks",Guayaquil,Regular,Cash
TXN-05005,2024-11-10,20:55,Sunday,Evening,"Meats and sausages, Snacks and drinks, Home cleaning",Guayaquil,Regular,Credit card
TXN-00027,2024-11-11,09:15,Monday,Morning,"Fruits and vegetables, Personal care",Guayaquil,Regular,Debit card
TXN-00343,2024-11-11,09:25,Monday,Morning,"Dairy products and eggs, Fruits and vegetables",Cuenca,New,Credit card
TXN-03945,2024-11-11,09:25,Monday,Morning,"Fruits and vegetables, Personal care",Cuenca,Regular,Credit card
TXN-07881,2024-11-11,09:30,Monday,Morning,"Dairy products and eggs, Home cleaning",Cuenca,Regular,Debit card
TXN-04167,2024-11-11,09:54,Monday,Morning,"Fruits and vegetables, Personal care",Guayaquil,Regular,Credit card
TXN-06596,2024-11-11,10:06,Monday,Morning,"Fruits and vegetables, Snacks and drinks, Dairy products and eggs",Guayaquil,Regular,Cash
TXN-01340,2024-11-11,10:09,Monday,Morning,"Dairy products and eggs, Meats and sausages, Fruits and vegetables",Quito,Regular,Cash
TXN-06589,2024-11-11,10:10,Monday,Morning,"Meats and sausages, Dairy products and eggs, Fruits and vegetables, Home cleaning",Quito,New,Debit card
TXN-08231,2024-11-11,10:11,Monday,Morning,"Meats and sausages, Snacks and drinks",Guayaquil,Regular,Credit card
TXN-02139,2024-11-11,10:45,Monday,Morning,"Fruits and vegetables, Dairy products and eggs",Guayaquil,New,Credit card
TXN-08170,2024-11-11,10:59,Monday,Morning,"Dairy products and eggs, Fruits and vegetables",Guayaquil,Regular,Debit card
TXN-00022,2024-11-11,11:03,Monday,Morning,"Fruits and vegetables, Dairy products and eggs, Meats and sausages, Home cleaning",Guayaquil,Regular,Cash
TXN-03520,2024-11-11,11:23,Monday,Morning,"Dairy products and eggs, Meats and sausages, Home cleaning",Quito,Regular,Cash
TXN-00226,2024-11-11,11:43,Monday,Morning,"Home cleaning, Dairy products and eggs",Guayaquil,New,Cash
TXN-01633,2024-11-11,12:09,Monday,Afternoon,"Home cleaning, Dairy products and eggs",Guayaquil,Regular,Cash
TXN-03201,2024-11-11,13:19,Monday,Afternoon,"Meats and sausages, Fruits and vegetables, Personal care, Home cleaning",Quito,New,Cash
TXN-01714,2024-11-11,13:47,Monday,Afternoon,"Fruits and vegetables, Meats and sausages",Guayaquil,Regular,Credit card
TXN-06390,2024-11-11,14:37,Monday,Afternoon,"Meats and sausages, Fruits and vegetables, Dairy products and eggs, Snacks and drinks",Quito,Regular,Cash
TXN-08721,2024-11-11,15:27,Monday,Afternoon,"Fruits and vegetables, Home cleaning, Snacks and drinks, Dairy products and eggs",Cuenca,Regular,Cash
TXN-03775,2024-11-11,15:32,Monday,Afternoon,"Home cleaning, Fruits and vegetables, Snacks and drinks",Guayaquil,Regular,Cash
TXN-03807,2024-11-11,16:04,Monday,Afternoon,"Meats and sausages, Fruits and vegetables, Dairy products and eggs, Snacks and drinks",Quito,Regular,Cash
TXN-00079,2024-11-11,16:11,Monday,Afternoon,"Home cleaning, Meats and sausages, Dairy products and eggs, Fruits and vegetables",Quito,Regular,Credit card
TXN-07609,2024-11-11,16:51,Monday,Afternoon,"Home cleaning, Dairy products and eggs, Meats and sausages",Quito,Regular,Credit card
TXN-00640,2024-11-11,16:52,Monday,Afternoon,"Meats and sausages, Dairy products and eggs",Quito,New,Debit card
TXN-07361,2024-11-11,17:12,Monday,Afternoon,"Dairy products and eggs, Personal care, Meats and sausages, Fruits and vegetables",Guayaquil,Regular,Credit card
TXN-04715,2024-11-11,17:25,Monday,Afternoon,"Meats and sausages, Fruits and vegetables, Personal care",Cuenca,Regular,Cash
TXN-01208,2024-11-11,17:35,Monday,Afternoon,"Fruits and vegetables, Home cleaning, Dairy products and eggs",Guayaquil,Regular,Credit card
TXN-02927,2024-11-11,18:23,Monday,Evening,"Fruits and vegetables, Personal care, Snacks and drinks",Quito,Regular,Credit card
TXN-04990,2024-11-11,19:08,Monday,Evening,"Snacks and drinks, Dairy products and eggs, Meats and sausages",Cuenca,New,Cash
TXN-00002,2024-11-11,19:29,Monday,Evening,"Fruits and vegetables, Home cleaning, Personal care",Quito,New,Credit card
TXN-08835,2024-11-11,20:31,Monday,Evening,"Home cleaning, Snacks and drinks, Fruits and vegetables",Quito,Regular,Debit card
TXN-01779,2024-11-12,09:17,Tuesday,Morning,"Snacks and drinks, Fruits and vegetables, Home cleaning, Dairy products and eggs",Quito,Regular,Cash
TXN-06210,2024-11-12,09:42,Tuesday,Morning,"Personal care, Dairy products and eggs",Quito,Regular,Cash
TXN-08643,2024-11-12,10:10,Tuesday,Morning,"Snacks and drinks, Fruits and vegetables, Meats and sausages",Guayaquil,Regular,Cash
TXN-00947,2024-11-12,10:12,Tuesday,Morning,"Meats and sausages, Fruits and vegetables, Home cleaning",Quito,Regular,Credit card
TXN-09531,2024-11-12,10:34,Tuesday,Morning,"Home cleaning, Snacks and drinks",Cuenca,Regular,Credit card
TXN-02061,2024-11-12,10:41,Tuesday,Morning,"Dairy products and eggs, Meats and sausages, Fruits and vegetables",Quito,Regular,Credit card
TXN-05353,2024-11-12,11:03,Tuesday,Morning,"Meats and sausages, Home cleaning, Dairy products and eggs",Cuenca,Regular,Credit card
TXN-06149,2024-11-12,12:35,Tuesday,Afternoon,"Meats and sausages, Home cleaning, Personal care, Fruits and vegetables",Guayaquil,Regular,Debit card
TXN-07897,2024-11-12,12:36,Tuesday,Afternoon,"Snacks and drinks, Home cleaning, Dairy products and eggs",Quito,Regular,Cash
TXN-06224,2024-11-12,12:39,Tuesday,Afternoon,"Dairy products and eggs, Snacks and drinks",Quito,Regular,Cash
TXN-06583,2024-11-12,12:48,Tuesday,Afternoon,"Meats and sausages, Personal care, Dairy products and eggs, Fruits and vegetables",Quito,New,Cash
TXN-02344,2024-11-12,13:35,Tuesday,Afternoon,"Snacks and drinks, Dairy products and eggs, Meats and sausages",Quito,Regular,Debit card
TXN-04645,2024-11-12,13:35,Tuesday,Afternoon,"Meats and sausages, Dairy products and eggs",Quito,Regular,Debit card
TXN-03748,2024-11-12,14:06,Tuesday,Afternoon,"Snacks and drinks, Home cleaning, Meats and sausages",Quito,Regular,Cash
TXN-00361,2024-11-12,14:33,Tuesday,Afternoon,"Dairy products and eggs, Fruits and vegetables, Snacks and drinks",Guayaquil,Regular,Cash
TXN-07777,2024-11-12,16:11,Tuesday,Afternoon,"Meats and sausages, Fruits and vegetables, Personal care",Guayaquil,Regular,Debit card
TXN-06345,2024-11-12,16:36,Tuesday,Afternoon,"Fruits and vegetables, Snacks and drinks",Guayaquil,Regular,Cash
TXN-06800,2024-11-12,17:58,Tuesday,Afternoon,"Snacks and drinks, Meats and sausages",Cuenca,Regular,Debit card
TXN-03562,2024-11-12,18:15,Tuesday,Evening,"Meats and sausages, Snacks and drinks, Fruits and vegetables",Quito,New,Credit card
TXN-00199,2024-11-12,18:58,Tuesday,Evening,"Fruits and vegetables, Home cleaning, Snacks and drinks, Personal care",Guayaquil,Regular,Debit card
TXN-02054,2024-11-12,18:58,Tuesday,Evening,"Snacks and drinks, Home cleaning",Guayaquil,Regular,Credit card
TXN-09958,2024-11-12,19:19,Tuesday,Evening,"Snacks and drinks, Home cleaning, Meats and sausages",Cuenca,Regular,Credit card
TXN-02252,2024-11-12,20:29,Tuesday,Evening,"Snacks and drinks, Personal care",Quito,Regular,Credit card
TXN-03142,2024-11-12,20:43,Tuesday,Evening,"Meats and sausages, Fruits and vegetables, Snacks and drinks",Cuenca,Regular,Cash
TXN-09499,2024-11-12,20:49,Tuesday,Evening,"Snacks and drinks, Fruits and vegetables, Home cleaning",Quito,Regular,Cash
TXN-03705,2024-11-12,20:52,Tuesday,Evening,"Dairy products and eggs, Snacks and drinks",Guayaquil,New,Cash
TXN-00946,2024-11-13,09:00,Wednesday,Morning,"Dairy products and eggs, Home cleaning, Personal care, Meats and sausages",Quito,Regular,Credit card
TXN-02946,2024-11-13,09:04,Wednesday,Morning,"Fruits and vegetables, Dairy products and eggs, Meats and sausages",Guayaquil,Regular,Debit card
TXN-09547,2024-11-13,10:03,Wednesday,Morning,"Fruits and vegetables, Dairy products and eggs",Guayaquil,Regular,Debit card
TXN-06771,2024-11-13,10:51,Wednesday,Morning,"Meats and sausages, Fruits and vegetables",Quito,Regular,Credit card
TXN-06346,2024-11-13,11:52,Wednesday,Morning,"Fruits and vegetables, Snacks and drinks",Guayaquil,Regular,Debit card
TXN-07739,2024-11-13,12:21,Wednesday,Afternoon,"Snacks and drinks, Home cleaning",Quito,Regular,Debit card
TXN-07855,2024-11-13,12:55,Wednesday,Afternoon,"Fruits and vegetables, Dairy products and eggs, Snacks and drinks, Meats and sausages",Quito,Regular,Cash
TXN-09493,2024-11-13,13:00,Wednesday,Afternoon,"Snacks and drinks, Dairy products and eggs",Guayaquil,Regular,Credit card
TXN-06450,2024-11-13,13:03,Wednesday,Afternoon,"Fruits and vegetables, Snacks and drinks, Meats and sausages",Quito,Regular,Credit card
TXN-00597,2024-11-13,13:16,Wednesday,Afternoon,"Fruits and vegetables, Snacks and drinks",Guayaquil,Regular,Cash
TXN-02036,2024-11-13,13:19,Wednesday,Afternoon,"Meats and sausages, Snacks and drinks",Quito,Regular,Credit card
TXN-09950,2024-11-13,13:36,Wednesday,Afternoon,"Home cleaning, Dairy products and eggs, Snacks and drinks",Quito,New,Credit card
TXN-00838,2024-11-13,13:46,Wednesday,Afternoon,"Snacks and drinks, Fruits and vegetables, Dairy products and eggs",Quito,Regular,Credit card
TXN-03843,2024-11-13,14:05,Wednesday,Afternoon,"Home cleaning, Meats and sausages, Snacks and drinks",Guayaquil,Regular,Cash
TXN-09004,2024-11-13,14:30,Wednesday,Afternoon,"Home cleaning, Meats and sausages, Fruits and vegetables, Snacks and drinks",Guayaquil,Regular,Cash
TXN-07025,2024-11-13,16:00,Wednesday,Afternoon,"Meats and sausages, Dairy products and eggs, Home cleaning, Fruits and vegetables",Cuenca,Regular,Cash
TXN-08132,2024-11-13,16:01,Wednesday,Afternoon,"Fruits and vegetables, Meats and sausages, Dairy products and eggs",Quito,Regular,Cash
TXN-06571,2024-11-13,16:13,Wednesday,Afternoon,"Meats and sausages, Personal care, Fruits and vegetables, Home cleaning",Quito,New,Cash
TXN-08909,2024-11-13,16:29,Wednesday,Afternoon,"Fruits and vegetables, Meats and sausages",Guayaquil,Regular,Credit card
TXN-08979,2024-11-13,17:20,Wednesday,Afternoon,"Dairy products and eggs, Snacks and drinks",Guayaquil,Regular,Credit card
TXN-03736,2024-11-13,17:38,Wednesday,Afternoon,"Dairy products and eggs, Meats and sausages",Guayaquil,New,Cash
TXN-06840,2024-11-13,18:00,Wednesday,Evening,"Meats and sausages, Dairy products and eggs, Snacks and drinks",Quito,New,Cash
TXN-07227,2024-11-13,18:06,Wednesday,Evening,"Fruits and vegetables, Snacks and drinks",Quito,Regular,Debit card
TXN-03854,2024-11-13,18:35,Wednesday,Evening,"Snacks and drinks, Meats and sausages",Quito,Regular,Credit card
TXN-06594,2024-11-13,18:38,Wednesday,Evening,"Dairy products and eggs, Meats and sausages",Quito,Regular,Cash
TXN-07932,2024-11-13,18:39,Wednesday,Evening,"Dairy products and eggs, Personal care, Snacks and drinks",Guayaquil,Regular,Cash
TXN-02099,2024-11-13,18:43,Wednesday,Evening,"Personal care, Home cleaning, Dairy products and eggs, Fruits and vegetables",Quito,Regular,Cash
TXN-03660,2024-11-13,18:49,Wednesday,Evening,"Home cleaning, Dairy products and eggs",Guayaquil,Regular,Credit card
TXN-07210,2024-11-13,18:58,Wednesday,Evening,"Dairy products and eggs, Fruits and vegetables, Personal care, Meats and sausages",Guayaquil,Regular,Debit card
TXN-02902,2024-11-13,19:42,Wednesday,Evening,"Snacks and drinks, Fruits and vegetables",Guayaquil,Regular,Cash
TXN-00114,2024-11-13,19:47,Wednesday,Evening,"Fruits and vegetables, Home cleaning, Meats and sausages",Quito,Regular,Cash
TXN-04038,2024-11-13,20:14,Wednesday,Evening,"Snacks and drinks, Home cleaning",Cuenca,Regular,Cash
TXN-02928,2024-11-13,20:24,Wednesday,Evening,"Meats and sausages, Home cleaning",Quito,Regular,Cash
TXN-05910,2024-11-14,09:17,Thursday,Morning,"Meats and sausages, Dairy products and eggs",Quito,Regular,Cash
TXN-08753,2024-11-14,09:17,Thursday,Morning,"Dairy products and eggs, Fruits and vegetables, Personal care, Snacks and drinks",Guayaquil,Regular,Credit card
TXN-07413,2024-11-14,09:33,Thursday,Morning,"Meats and sausages, Fruits and vegetables",Guayaquil,New,Debit card
TXN-08385,2024-11-14,10:17,Thursday,Morning,"Meats and sausages, Dairy products and eggs, Home cleaning",Guayaquil,Regular,Credit card
TXN-09169,2024-11-14,10:46,Thursday,Morning,"Dairy products and eggs, Meats and sausages, Fruits and vegetables, Snacks and drinks",Quito,New,Cash
TXN-01970,2024-11-14,10:52,Thursday,Morning,"Meats and sausages, Personal care, Dairy products and eggs",Quito,Regular,Cash
TXN-07691,2024-11-14,11:15,Thursday,Morning,"Meats and sausages, Dairy products and eggs, Personal care",Quito,New,Credit card
TXN-06990,2024-11-14,11:44,Thursday,Morning,"Meats and sausages, Fruits and vegetables, Dairy products and eggs",Quito,Regular,Cash
TXN-00261,2024-11-14,13:14,Thursday,Afternoon,"Snacks and drinks, Fruits and vegetables",Guayaquil,Regular,Credit card
TXN-01760,2024-11-14,13:44,Thursday,Afternoon,"Dairy products and eggs, Snacks and drinks",Quito,Regular,Cash
TXN-03855,2024-11-14,14:14,Thursday,Afternoon,"Fruits and vegetables, Snacks and drinks",Guayaquil,Regular,Cash
TXN-08522,2024-11-14,14:39,Thursday,Afternoon,"Home cleaning, Meats and sausages, Fruits and vegetables",Cuenca,New,Credit card
TXN-07477,2024-11-14,14:44,Thursday,Afternoon,"Home cleaning, Fruits and vegetables",Quito,New,Debit card
TXN-00693,2024-11-14,14:56,Thursday,Afternoon,"Snacks and drinks, Fruits and vegetables",Quito,New,Debit card
TXN-02565,2024-11-14,15:00,Thursday,Afternoon,"Fruits and vegetables, Personal care, Snacks and drinks, Dairy products and eggs",Guayaquil,Regular,Cash
TXN-02630,2024-11-14,15:14,Thursday,Afternoon,"Fruits and vegetables, Meats and sausages",Quito,New,Credit card
TXN-03506,2024-11-14,15:19,Thursday,Afternoon,"Fruits and vegetables, Home cleaning",Guayaquil,New,Credit card
TXN-05099,2024-11-14,16:01,Thursday,Afternoon,"Dairy products and eggs, Personal care",Quito,Regular,Credit card
TXN-04627,2024-11-14,16:18,Thursday,Afternoon,"Meats and sausages, Snacks and drinks",Guayaquil,Regular,Debit card
TXN-06491,2024-11-14,16:26,Thursday,Afternoon,"Personal care, Dairy products and eggs, Snacks and drinks, Meats and sausages",Guayaquil,Regular,Credit card
TXN-01288,2024-11-14,17:03,Thursday,Afternoon,"Meats and sausages, Snacks and drinks",Quito,New,Debit card
TXN-03442,2024-11-14,17:41,Thursday,Afternoon,"Snacks and drinks, Meats and sausages, Personal care",Cuenca,Regular,Cash
TXN-04639,2024-11-14,18:11,Thursday,Evening,"Personal care, Snacks and drinks",Quito,Regular,Cash
TXN-05553,2024-11-14,18:21,Thursday,Evening,"Dairy products and eggs, Snacks and drinks",Quito,Regular,Debit card
TXN-06006,2024-11-14,18:52,Thursday,Evening,"Dairy products and eggs, Meats and sausages",Quito,Regular,Cash
TXN-03886,2024-11-14,19:53,Thursday,Evening,"Personal care, Snacks and drinks, Fruits and vegetables",Guayaquil,New,Cash
TXN-07871,2024-11-14,20:43,Thursday,Evening,"Meats and sausages, Snacks and drinks, Fruits and vegetables",Quito,Regular,Cash
TXN-08912,2024-11-14,20:50,Thursday,Evening,"Dairy products and eggs, Snacks and drinks, Home cleaning",Cuenca,Regular,Cash
TXN-02028,2024-11-14,20:52,Thursday,Evening,"Dairy products and eggs, Snacks and drinks",Guayaquil,Regular,Cash
TXN-05070,2024-11-15,09:26,Friday,Morning,"Dairy products and eggs, Fruits and vegetables",Guayaquil,New,Credit card
TXN-04010,2024-11-15,10:06,Friday,Morning,"Dairy products and eggs, Fruits and vegetables",Guayaquil,New,Cash
TXN-08992,2024-11-15,10:44,Friday,Morning,"Dairy products and eggs, Fruits and vegetables, Snacks and drinks",Cuenca,New,Cash
TXN-01022,2024-11-15,10:57,Friday,Morning,"Personal care, Snacks and drinks, Fruits and vegetables",Quito,Regular,Credit card
TXN-07854,2024-11-15,11:08,Friday,Morning,"Fruits and vegetables, Personal care",Quito,Regular,Cash
TXN-05727,2024-11-15,11:47,Friday,Morning,"Meats and sausages, Fruits and vegetables",Guayaquil,Regular,Debit card
TXN-09767,2024-11-15,12:36,Friday,Afternoon,"Dairy products and eggs, Fruits and vegetables",Quito,New,Credit card
TXN-06255,2024-11-15,12:40,Friday,Afternoon,"Meats and sausages, Snacks and drinks, Personal care",Quito,Regular,Debit card
TXN-03106,2024-11-15,13:27,Friday,Afternoon,"Meats and sausages, Snacks and drinks, Dairy products and eggs, Home cleaning",Quito,Regular,Cash
TXN-02200,2024-11-15,13:43,Friday,Afternoon,"Fruits and vegetables, Dairy products and eggs, Snacks and drinks",Quito,Regular,Credit card
TXN-01155,2024-11-15,14:42,Friday,Afternoon,"Home cleaning, Personal care, Dairy products and eggs",Guayaquil,New,Cash
TXN-00510,2024-11-15,15:26,Friday,Afternoon,"Personal care, Meats and sausages, Fruits and vegetables",Quito,Regular,Debit card
TXN-03908,2024-11-15,15:30,Friday,Afternoon,"Snacks and drinks, Meats and sausages",Cuenca,New,Cash
TXN-07075,2024-11-15,16:27,Friday,Afternoon,"Fruits and vegetables, Meats and sausages",Guayaquil,Regular,Credit card
TXN-02192,2024-11-15,18:04,Friday,Evening,"Snacks and drinks, Dairy products and eggs",Guayaquil,Regular,Cash
TXN-02816,2024-11-15,18:57,Friday,Evening,"Dairy products and eggs, Snacks and drinks, Personal care, Home cleaning",Quito,New,Cash
TXN-05041,2024-11-15,19:17,Friday,Evening,"Fruits and vegetables, Snacks and drinks",Quito,Regular,Cash
TXN-03027,2024-11-15,19:27,Friday,Evening,"Personal care, Dairy products and eggs, Snacks and drinks, Meats and sausages",Cuenca,Regular,Cash
TXN-04633,2024-11-15,19:45,Friday,Evening,"Snacks and drinks, Home cleaning, Personal care",Cuenca,Regular,Cash
TXN-05538,2024-11-15,19:51,Friday,Evening,"Home cleaning, Snacks and drinks",Guayaquil,Regular,Cash
TXN-07198,2024-11-15,19:55,Friday,Evening,"Snacks and drinks, Personal care",Quito,Regular,Credit card
TXN-05166,2024-11-15,20:05,Friday,Evening,"Meats and sausages, Snacks and drinks, Dairy products and eggs, Fruits and vegetables",Quito,Regular,Cash
TXN-08534,2024-11-15,20:27,Friday,Evening,"Snacks and drinks, Personal care, Home cleaning",Quito,Regular,Cash
TXN-05244,2024-11-15,20:57,Friday,Evening,"Dairy products and eggs, Meats and sausages, Snacks and drinks",Guayaquil,Regular,Debit card
TXN-00564,2024-11-16,09:38,Saturday,Morning,"Dairy products and eggs, Personal care",Guayaquil,Regular,Cash
TXN-04006,2024-11-16,10:00,Saturday,Morning,"Home cleaning, Dairy products and eggs",Quito,Regular,Cash
TXN-00902,2024-11-16,10:10,Saturday,Morning,"Fruits and vegetables, Dairy products and eggs",Guayaquil,New,Cash
TXN-07013,2024-11-16,10:35,Saturday,Morning,"Dairy products and eggs, Snacks and drinks, Personal care",Quito,Regular,Cash
